,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Color,Con,Eta_color,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Q31_color,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonJ,StetsonK,StetsonK_AC,StetsonL,Type
1.3691.32,0.2155,1.0,1.0,0.441743503772,-31.347685387,-0.369937760483,0.264845953547,0.0494857461902,0.0,542.306443405,120.505879762,0.305,0.505,0.6575,0.7975,0.9,0.185657047352,0.0274966735716,0.00257648982423,0.00278886349626,0.0,0.281229988673,-0.796327238232,-1.3832956176,0.0182635972902,0.00275828902979,0.00233333219582,0.00435173198075,0.0,-0.407819828132,-0.503483005252,-1.48735044414,0.0100915220882,0.00155040102064,0.00104848326713,0.0023028529409,0.0,2.44679050368,0.295089192105,2.01015622709,3.60402358164e-06,10.7877060844,-8.30230762783,-0.017009375351,0.132,0.274937133277,0.1,-0.0594190671327,-0.0482101964566,1.91321484841,1.04461829836e-227,0.232630227838,0.17332088973,0.263,0.082,0.0451476154578,-0.118463375415,0.508390000032,-1.16492625828,0.141217066722,6.74561413583,0.729086553864,0.894264282438,3.9191996646,CEPH
1.3691.37,0.2775,1.0,1.0,0.498736310025,-18.6207638847,0.380715413907,0.445056155872,0.204791396442,0.0,70.2061535178,15.5366128622,0.269158878505,0.461682242991,0.620560747664,0.788785046729,0.923364485981,0.234344543555,0.0921594853383,0.0424983835145,0.0246271100221,0.0,-0.706299639798,-1.18244235229,1.54815070428,0.0183034446056,0.0059166229361,0.00417512839488,0.00109501420301,0.0,-2.15421919159,0.120150959486,-1.24742860495,0.0185913911884,0.00881567203803,0.00391445495697,0.0022204284202,0.0,-2.23976587588,0.617537593878,0.318969595712,-6.34128192459e-06,1.80843938321,-8.28728559393,-0.0222551260774,0.146,0.178601516428,0.0333333333333,-0.0489018323019,-0.0649193059095,3.07378612931,1.95452549254e-206,0.229229546041,0.070661773785,0.332,0.104,0.027058832729,-0.428605116491,0.462452000007,-1.2335380996,0.184434585732,34.8904249427,0.825158037544,0.872361763755,27.3950073999,CEPH
1.3692.16,0.525,1.0,2.0,0.3826745164,-3.11174107846,-0.231085474834,3.09651515447,0.323457967355,0.0,41.9874482343,7.80460777972,0.164256198347,0.327479338843,0.520661157025,0.702479338843,0.844008264463,0.403733268884,0.0763816878941,0.0588174695426,0.0659217318282,0.0,1.77525049742,1.88356751806,0.153177558225,0.0506168825877,0.00978023502389,0.00254566788203,0.00391285909179,0.0,0.659794062334,-0.0898196598351,-0.139865281604,0.0355277361304,0.00954704150159,0.0040669434264,0.00287222040113,0.0,0.293469227865,0.307781257795,1.40216866157,8.03229233385e-06,7.27864360175,-9.63555340622,-0.0314330644143,0.247,0.286795626577,0.0333333333333,-0.0749243451946,-0.10101220912,12.6406476093,1.31084350293e-224,0.220021263272,0.0908666994519,0.505,0.164,0.0400395224052,-0.312310828938,2.42690700002,-0.931823731616,0.302874970885,89.9192850469,0.79349197107,0.878132320211,64.0377169099,CEPH
1.3692.17,0.396,1.0,2.0,0.394472361809,-3.11237504947,0.179270553979,3.05587748898,0.292275594684,0.0,36.1087547738,6.30950531932,0.182175622543,0.327653997379,0.479685452163,0.64875491481,0.883355176933,0.3200448859,0.0229454745756,0.0462293509249,0.0383580873452,0.0,0.93414854627,0.068691602375,0.69731440453,0.0272412804094,0.00460962907044,0.00504599750762,0.0037141942118,0.0,0.256220409909,0.882815925131,-1.92042467183,0.0219757186489,0.00400993303533,0.00453693123795,0.00295068332748,0.0,-0.236082391566,1.44555799789,-0.110558594028,-1.197108155e-05,3.85339955387,-9.51103685092,-0.0245999874541,0.179,0.269681742044,-0.1,-0.045220858252,-0.0800545588081,10.8585119322,3.91922701079e-238,0.22369418426,0.057550251296,0.366,0.139,0.0317005167538,-0.0442594407653,2.0227019999,-0.986104728903,0.233971387209,52.0851251453,0.770137562616,0.890332681284,37.8079024341,CEPH
1.3693.11,0.189,1.0,1.0,0.463497453311,-16.7686352699,-0.233416947912,0.528322179646,0.131047932358,0.0,60.4829723058,17.066630682,0.252077562327,0.432132963989,0.628808864266,0.797783933518,0.93351800554,0.172938592004,0.0195555907106,0.00463689969806,0.00809025755689,0.0,0.329547539672,1.24516293928,1.76769996962,0.0100405765629,0.00251357491645,0.000330629278485,0.000855032279918,0.0,-0.34243422383,-1.57519700547,-0.189717632194,0.00855961053195,0.00100180868669,0.00132480251171,0.00147774280766,0.0,-0.629891383057,-0.405803280991,0.178643825834,-4.07558963087e-06,2.03389830546,-8.85924193548,-0.0139385708148,0.107,0.196095076401,-0.0333333333333,-0.0288592123133,-0.0408555907651,3.4085358311,4.8863553587e-241,0.226606725276,0.0477666985531,0.226,0.074,0.0392008395909,-0.27336808707,0.685278000004,-1.28516878233,0.123485171083,30.9301685864,0.829421962847,0.875847915762,25.2220420494,CEPH
1.3804.26,0.358,1.0,1.0,0.367713004484,-16.8088817803,0.367279122333,0.520083734495,0.10280082262,0.0,99.1932789791,15.85789755,0.128244274809,0.270229007634,0.419847328244,0.609160305344,0.812213740458,0.199695491831,0.032213529009,0.00289383089993,0.00762282819882,0.0,1.87285497615,0.664210193829,1.60964787463,0.169459310015,0.0135286399961,0.00199089498227,0.00116098915755,0.0,2.41067631637,0.00283046684813,0.0502236357237,0.0595028321607,0.00137378372349,0.00154287525316,0.00229032291637,0.0,-2.0531228,-2.28633825106,-1.32024268901,-1.74073424566e-05,3.38635197685,-8.74202600897,-0.0222092180587,0.138,0.330941704036,-0.1,-0.0528427326914,-0.0750802384227,3.89254922516,1.59840670585e-123,0.196613807928,0.677853990905,0.2755,0.09,0.0391606455969,-0.244227096609,0.640205999982,-0.690305913666,0.194153561908,40.6655750688,0.77954955238,0.813932730865,28.2069403834,CEPH
1.3805.47,0.2385,1.0,1.0,0.448305084746,-19.6829345696,-0.325330049477,0.411454165795,0.167390857334,0.0,130.847170209,25.9975449686,0.23956043956,0.426373626374,0.562637362637,0.72967032967,0.925274725275,0.195673141072,0.0573512916374,0.0325379822928,0.0352896042417,0.0,-2.15651146773,-1.8408404504,-0.84363427462,0.0247062011567,0.0035719314726,0.0031601563099,0.00126537553479,0.0,-1.88583892295,-0.337324852428,-0.419247800695,0.020017255491,0.00340110967304,0.00330360454192,0.00496527017065,0.0,0.468057121169,0.438055417176,0.0421480066667,9.14807981919e-06,3.43929129902,-8.09862542373,-0.0187519787046,0.12,0.227118644068,0.0333333333333,-0.0447502169332,-0.0564026279906,2.99268852684,3.74795341188e-213,0.233859663205,0.0486539071898,0.25675,0.084,0.0413692935784,-0.432907160744,0.533504999985,-1.09462296203,0.151865251483,17.3925639972,0.800919162349,0.88943065913,13.0922210431,CEPH
1.3807.24,0.2245,1.0,1.0,0.455684870188,-28.1944195266,-0.374842780694,0.297208918861,0.103998444745,0.0,283.483165598,54.6731627157,0.250580046404,0.484918793503,0.682134570766,0.821345707657,0.925754060325,0.20840849017,0.0305208804836,0.0104551506345,0.002493897047,0.0,-2.31361629302,0.168694666826,-0.994479316149,0.0111467572314,0.00303915326968,0.00500396845235,0.000825186638114,0.0,-1.70041285214,-1.50946768504,-1.01077003004,0.00892717903763,0.00098454223546,0.00168269793427,0.00150800379437,0.0,0.261939334074,1.88127178185,0.549398280111,3.56279439551e-06,7.90354989698,-8.37963294539,-0.0178073501324,0.145,0.193375111907,-0.1,-0.0320925793367,-0.0514197089,2.19318419895,7.80357480011e-229,0.230540508271,0.0500907449358,0.294,0.087,0.0261281379718,0.0122448487318,0.428472,-1.39891086282,0.14921905784,21.826680172,0.823506151997,0.882948437771,17.5393720933,CEPH
1.3808.12,0.33,1.0,1.0,0.369172216936,-5.90096030166,0.235527559745,1.47527988419,0.406797354168,0.0,146.773247965,32.0925647588,0.24,0.4336,0.5856,0.7328,0.904,0.270585373529,0.0809947828242,0.0337102787106,0.0124842590448,0.0,-0.123589474451,2.02606906122,0.369884017549,0.0144717382825,0.00769142117205,0.00145626749361,0.00675383117311,0.0,-1.51063547419,-0.393949104964,-2.05672044908,0.0149089927098,0.00605290452278,0.00657628485173,0.00458198135978,0.0,-1.93237835247,-2.64792448502,-1.97557417816,8.09935468494e-07,8.94871409367,-8.70556803045,-0.0239062328638,0.168,0.234062797336,0.166666666667,-0.0632809813138,-0.0716496618136,8.36130967852,4.03681777303e-189,0.230478304677,0.0858064981576,0.363,0.12,0.036942124215,0.218218448086,1.24121000008,-1.17295013961,0.208117336547,42.0155421982,0.818646061463,0.89965941511,33.3033099322,CEPH
1.3809.937,0.487,1.0,2.0,0.404802744425,-3.06682697792,-0.214528027423,3.07015738978,0.36006767424,0.0,106.869092024,18.1334039583,0.20239390642,0.331882480958,0.437431991295,0.600652883569,0.825897714908,0.375583968704,0.0428096203976,0.0437581704441,0.0349621199448,0.0,-0.52149273448,1.63764523731,0.248669869316,0.0294809835534,0.00832187220013,0.0088247278157,0.00561819629757,0.0,-1.76616983325,-0.339658730655,0.282306254176,0.0288665030913,0.00855104271922,0.010280825575,0.00462806840784,0.0,-1.03214704907,0.696176974969,-0.841406850107,-4.67415675352e-06,10.5916930071,-9.41564150943,-0.0292186933356,0.2015,0.279588336192,0.0333333333333,-0.0838380618425,-0.0976516841993,12.1918557224,2.33944489277e-225,0.210425810619,0.0852745978999,0.401,0.153,0.0411944481436,-0.355161333533,1.68241599994,-0.677526124279,0.275112741822,81.1894599218,0.738469296427,0.865079160636,50.5879181618,CEPH
1.3809.938,0.2395,1.0,1.0,0.449378330373,-10.531695856,-0.21398936456,0.90053027946,0.165293895542,0.0,137.000672164,20.4476353136,0.152838427948,0.35807860262,0.521834061135,0.705240174672,0.886462882096,0.184624338954,0.0818681534557,0.0296006183833,0.0183968307231,0.0,-0.248378617445,-0.578183353452,-1.1186320306,0.00936018312582,0.00537534456302,0.00136735321373,0.00138551034808,0.0,-0.265900865204,1.0981105644,-0.2472029609,0.00822329210495,0.0035456896172,0.000822623143888,0.00361352898155,0.0,0.514871559929,-0.0745928513808,1.05281090126,1.62754696639e-06,4.7945205496,-9.48411101243,-0.0155310229497,0.112,0.315275310835,0.0333333333333,-0.0375462718139,-0.0484399788472,5.77690476238,1.68489286658e-185,0.213880541754,0.0348796348485,0.23875,0.058,0.024059560605,-0.536533063926,0.799491000005,-0.837976078623,0.147297945791,57.5496005548,0.791094529463,0.867851797618,39.9887939671,CEPH
1.3810.11,0.6645,1.0,2.0,0.383177570093,-2.71596482638,0.273662001239,3.72079111991,0.361148567335,0.0,113.466931301,4.68086060089,0.207317073171,0.344715447154,0.49512195122,0.648780487805,0.8,0.479273697998,0.145595848653,0.098670180985,0.0916768634115,0.0,-0.455651119284,1.43310377134,0.600613155654,0.0827360853026,0.0154184747476,0.00271910573233,0.00796757071679,0.0,1.10338201041,0.311057374882,2.23469138196,0.0683280356323,0.0122273939818,0.00641954800268,0.00336130496211,0.0,-0.0219113574426,-1.93458612563,-0.725909933493,1.85389413332e-06,4.38085731707,-10.105537808,-0.0377179331563,0.289,0.308411214953,0.166666666667,-0.116571771052,-0.122864848666,17.2150544447,3.59567274474e-195,0.220665222516,0.0903651277274,0.61,0.193,0.0354594379961,-0.594802088928,2.8634579999,-0.638012926271,0.38115999955,130.144645436,0.785023347587,0.8854133847,83.7248890511,CEPH
1.3812.15,0.3135,1.0,2.0,0.333053691275,-3.90603981672,0.182517177105,2.40804624069,0.290264411501,0.0,38.2096360663,4.37509344746,0.229885057471,0.484400656814,0.650246305419,0.811165845649,0.937602627258,0.287955665678,0.0742059763242,0.0370803411929,0.0265402034847,0.0,-1.57072511773,-0.404260653801,-1.0525972436,0.0175217228263,0.00278242715938,0.000561723620531,0.00116258692134,0.0,0.887001488251,2.44815195244,0.839215852878,0.0168614933884,0.00661303277918,0.00366710486308,0.000388886591967,0.0,0.695569266683,0.437966800103,0.988557716928,5.37659083506e-06,1.80327868891,-9.40592449664,-0.0224169306905,0.1785,0.201342281879,-0.0333333333333,-0.0429902583651,-0.0644853875476,9.71289338169,2.47399883495e-233,0.236338695469,0.0230901413242,0.39525,0.135,0.0310311002045,0.294876961511,1.48476900001,-1.32563329396,0.210851957521,66.9204273493,0.823304466072,0.885833556281,52.7084785572,CEPH
1.3812.18,0.2435,1.0,1.0,0.437080536913,-5.62494155235,-0.167915519959,1.62189813527,0.277433492041,0.0,195.569976829,23.5248292291,0.265524625268,0.423982869379,0.601713062099,0.762312633833,0.93147751606,0.212640435667,0.0516084420009,0.0196097592671,0.00164860224553,0.0,-0.330671999687,1.42727747477,-0.916603002751,0.015110633307,0.00849057678264,0.00196661596057,0.0016323098803,0.0,-2.55225887613,-0.387752411251,-1.00373579096,0.0128591644964,0.00437946546969,0.00266903015792,0.00124475789639,0.0,1.3188319988,3.04731338275,2.02835789502,1.76442486938e-05,7.80663564521,-9.12308221477,-0.0172557433778,0.139,0.260906040268,0.0333333333333,-0.0450963222417,-0.0511164623468,7.84305648968,6.17876033107e-228,0.219984817092,0.0663803841124,0.281,0.098,0.0551362143561,0.043774409794,1.27749599994,-1.25955706958,0.157425565513,45.2728315315,0.81812896687,0.87318960204,36.4069018325,CEPH
1.3813.7,0.167,1.0,1.0,0.463455149502,-9.62148826581,-0.153929502969,0.996644081522,0.187521252687,0.0,94.0316749401,31.9475661922,0.308917197452,0.5,0.68152866242,0.81847133758,0.926751592357,0.151301341943,0.027678679216,0.00947708838202,0.00529544825905,0.0,-0.563496586013,-0.925693906074,-0.0487857999376,0.010141013121,0.00139700856713,0.000860747470473,0.00108293833667,0.0,2.65279100064,-7.74565097044e-05,1.52482476297,0.00833204802921,0.00108583050675,0.00129077383936,0.0018164149201,0.0,0.275766399256,-1.83876633821,-1.55342299756,8.25593922347e-06,5.77299413115,-9.58919933555,-0.0117533298027,0.107,0.329734219269,-0.166666666667,-0.0393281869393,-0.0327561026497,5.91494810572,4.50789056245e-227,0.23419988581,0.17281477822,0.2135,0.074,0.0283266264112,-0.0306006606616,0.630905999977,-1.12199219701,0.112705022334,42.8701731132,0.819562633391,0.891514958865,34.3899821669,CEPH
1.3927.29,0.4585,1.0,1.0,0.465928449744,-17.1838900166,0.568921548594,0.488451038655,0.148734346669,0.0,41.9998918472,16.4268350396,0.226500566251,0.382785956965,0.550396375991,0.72933182333,0.898074745187,0.359776750249,0.151576274604,0.0851416753455,0.049513561334,0.0,0.36318747024,-2.2825246686,-1.82596670109,0.0257450875955,0.0142292552366,0.00770293312024,0.00760253496443,0.0,-0.459441613756,2.47815377765,0.512877530039,0.0245668285134,0.00401359407633,0.00227884066194,0.00154649218975,0.0,1.07126772835,0.275404301357,2.51814717002,3.58449787229e-06,3.81781647566,-8.39348892675,-0.0344170869763,0.2185,0.212947189097,-0.166666666667,-0.0801849960959,-0.106072436783,3.44976804943,1.07411060697e-191,0.227991048505,0.0462294054913,0.4875,0.143,0.0194735275878,-0.501156598348,0.532289999974,-1.01954526072,0.288879438426,48.6840636281,0.806353880625,0.881141838191,34.6615651494,CEPH
1.3927.46,0.317,1.0,1.0,0.465502183406,-18.645841227,0.426072879048,0.441903333205,0.194370567301,0.0,111.017341478,19.7502849695,0.245499181669,0.417348608838,0.602291325696,0.770867430442,0.918166939444,0.264023979251,0.108053217866,0.0467214150187,0.00982350172218,0.0,0.925357951758,2.1564778007,2.65591299784,0.0204196936089,0.00487936590075,0.00367988686317,0.00330016168152,0.0,-1.18273493581,0.697092150839,-0.931897669468,0.0166356458756,0.00797669507287,0.00417438141795,0.00178620411943,0.0,-0.394811615466,-0.000755838944351,-0.142068047987,4.16311288455e-06,4.59882583329,-8.23965938865,-0.0250837864042,0.16,0.238427947598,-0.0333333333333,-0.0553519061584,-0.0746578690127,3.21152527973,1.44341063137e-199,0.231177334343,0.0650504802694,0.368,0.11475,0.023845046709,-0.44979066038,0.470600000001,-1.16149704184,0.206681856148,28.2456985724,0.81805948404,0.890045573096,21.4018263704,CEPH
1.3927.58,0.3425,1.0,1.0,0.471428571429,-22.002817158,0.463757703686,0.366387307738,0.247261031888,0.0,1315.18315652,247.301614359,0.208598726115,0.366242038217,0.53025477707,0.684713375796,0.883757961783,0.250261722677,0.0931543473188,0.0409051303564,0.0269663652228,0.0,-0.95993084785,1.36140137495,0.0281553047884,0.0369607874281,0.023933960976,0.00809771618266,0.00713261024251,0.0,1.27328470403,2.22475015575,0.747013178238,0.0244222905423,0.00778344266003,0.00464624992142,0.00403868669421,0.0,-0.615634397909,-0.909381467163,-1.0051010723,9.37374296651e-07,30.8573127988,-8.06155294118,-0.0255956282158,0.144,0.317647058824,-0.1,-0.0709025090501,-0.0783922107103,3.04058936683,7.83255437217e-187,0.221247863562,0.250243406671,0.3345,0.118,0.0317222043135,-0.569199814833,0.532289999974,-0.804623234674,0.206340511924,4.7730719882,0.820760823313,0.889620868997,3.35697597509,CEPH
1.3928.26,0.19175,1.0,1.0,0.489120974761,-19.2999799482,-0.262292268896,0.459537087331,0.101104096321,0.0,800.017666829,50.393760482,0.276139410188,0.469168900804,0.651474530831,0.83109919571,0.946380697051,0.18197511347,0.0223981019185,0.00784841039491,0.0120348255221,0.0,0.0471969507932,2.36608557025,0.472004679076,0.0119860043323,0.00186373940228,0.000790393242993,0.00225418661667,0.0,-0.598254005327,-0.4730696769,1.14571058214,0.0101606604561,0.00151055990968,0.000977268448471,0.00140202987212,0.0,0.24706679487,-0.39414803949,0.495913043135,-2.54564942877e-06,8.51718830541,-8.86905657093,-0.0147021437719,0.117,0.186248912097,0.0333333333333,-0.0287005649718,-0.0421468926554,3.1159806729,2.3444479682e-238,0.244655126863,0.0387524012866,0.243,0.08,0.046575259521,-0.20046743507,0.581305000014,-1.37609968092,0.130394144827,28.6544044431,0.829466349097,0.89700541441,23.2840752881,CEPH
1.3929.107,0.3805,1.0,1.0,0.465136054422,-17.7843769825,-0.530006523389,0.399274666606,0.44100342642,0.0,373.278006114,28.6051514032,0.237897648686,0.424619640387,0.589211618257,0.763485477178,0.910096818811,0.304873924827,0.137113986115,0.0491284484183,0.00250156076038,0.0,-0.061270045757,0.176208270663,-1.24255644442,0.0297969506752,0.00246496962176,0.00453444186446,0.00131453640942,0.0,0.00252490416499,-0.520542188739,-1.69899751289,0.0253859476977,0.00317420524204,0.00503873283303,0.00301873891722,0.0,-1.98577873865,-1.58031385351,0.511091444743,-6.12070987574e-06,7.58613423477,-7.10085119048,-0.0345128337845,0.1915,0.422619047619,-0.1,-0.153382071119,-0.10263325999,3.02761843921,2.60362215294e-196,0.230296847272,0.104937426811,0.42575,0.135,0.0401081307262,-0.319392315282,0.642707999999,-0.809530222234,0.245070496866,16.0200798689,0.795726376043,0.89828924515,11.4486799714,CEPH
1.3933.64,0.259,1.0,1.0,0.490582191781,-15.685675264,-0.337163252365,0.492215797382,0.272813606167,0.0,126.884515017,21.2480690149,0.27,0.46,0.64,0.806,0.93,0.228832159377,0.0668269217693,0.0247883573131,0.0129015668469,0.0,1.2754045033,2.40892661798,0.572081386897,0.00992315485424,0.00253016807678,0.000425614583574,0.00269156045853,0.0,0.702218698986,0.536954734829,-1.59426780102,0.0101296578263,0.00220493283485,0.00111295682176,0.00093292664084,0.0,-1.0349902132,0.866640180778,-0.44529480203,-5.1410979413e-06,5.12575474385,-7.72073715753,-0.0224243999192,0.1495,0.191780821918,0.1,-0.0441224251088,-0.0649814802781,3.27541154152,3.16668377704e-221,0.228838248511,0.0353678047656,0.3195,0.098,0.0232788525344,-0.322931520996,0.578065000009,-1.29884752945,0.173132897692,21.7184298844,0.818922639472,0.903114264064,17.3293583469,CEPH
1.4046.1615,0.355,1.0,1.0,0.465777777778,-17.9908911846,-0.468827525713,0.44851304199,0.200532609838,0.0,80.8585113168,23.6927691689,0.22514619883,0.406432748538,0.573099415205,0.747076023392,0.909356725146,0.286238082821,0.128903260711,0.0484725949704,0.0209724803959,0.0,1.84110757627,0.62323821233,1.87996079387,0.0259160774748,0.00412521485424,0.0010071478538,0.00301291744236,0.0,-0.148994108568,1.00738694153,2.2083607426,0.0251685044709,0.00579965745363,0.00440507481718,0.00169243296828,0.0,-1.98480634332,-0.714088187777,-1.3422431252,-6.01751995607e-06,4.95646349471,-8.06914933333,-0.0281118409215,0.18,0.235555555556,-0.166666666667,-0.0640897755611,-0.0852867830424,3.510522962,3.88593678307e-192,0.233277607099,0.0780278157371,0.393,0.129,0.0393598781834,-0.414420081605,0.636514999969,-1.13446416024,0.22683864243,33.9788416082,0.819314561404,0.898314707125,25.8470580695,CEPH
1.4047.1441,0.47775,1.0,1.0,0.452006980803,-17.8872912467,0.615893966677,0.452072015435,0.165323463271,0.0,46.4230536204,17.6025778891,0.239130434783,0.4,0.564130434783,0.725,0.905434782609,0.367309604729,0.158513579258,0.0758423491896,0.056138471487,0.0,-0.534610346048,-1.0333000726,-1.51097567322,0.0308446480661,0.00839169456454,0.00140404007746,0.00400261664347,0.0,-1.05960965433,-1.70502348475,-0.80593889899,0.0282675875955,0.0116143212086,0.00249745927169,0.0056396182705,0.0,-2.56231188079,-2.39316518036,-0.705313055317,-3.63431756323e-06,4.10253586289,-8.08634380454,-0.0371264771309,0.244,0.214659685864,-0.1,-0.0799701046338,-0.114598903837,3.39228770443,1.30278258467e-184,0.216777815588,0.079043446032,0.51575,0.1695,0.0194022532309,-0.392715773541,0.471112000028,-1.12137804501,0.300217458332,46.3645949428,0.81551795491,0.871511465333,34.9466072438,CEPH
1.4048.28,0.126,1.0,1.0,0.446428571429,-26.1798543976,-0.204972499439,0.281665628237,0.129396785043,0.0,1489.60885985,232.491336169,0.266094420601,0.463519313305,0.622317596567,0.759656652361,0.901287553648,0.106217937185,0.00668447130467,0.00397793882077,0.00435899459793,0.0,-0.15249658953,-0.829789941776,-1.44998406673,0.00958602740945,0.00261514638049,0.000754997641231,0.00130218858568,0.0,0.10213107125,1.27999781994,-0.230399767344,0.00920736955296,0.00227386548995,0.0019633865659,0.000713536669585,0.0,1.77030282691,2.11284328628,0.0634604588627,-1.78833991272e-06,6.78579506117,-7.37396513605,-0.0108500664563,0.0695,0.320578231293,-0.233333333333,-0.0399891370765,-0.031638264648,1.27653435443,3.34228697529e-219,0.212809125538,0.222252955173,0.14525,0.047,0.0252743265087,-0.152263026943,0.319373999984,-1.05657315414,0.0800080117724,4.36221023603,0.81575705671,0.894935079131,2.94409781251,CEPH
1.4048.6,0.4755,1.0,1.0,0.446061643836,-6.33501633051,-0.33670248234,1.48448669125,0.208343984802,0.0,18.3304134231,5.42896444702,0.288356909684,0.396082698585,0.552774755169,0.74428726877,0.930359085963,0.39201813326,0.144516151894,0.0852077729023,0.0113442719632,0.0,0.378862662093,0.209392714221,-0.153913130949,0.0212504404116,0.00305979503822,0.0029239867986,0.00204503336445,0.0,-0.0856455632978,0.0197357288455,-1.33914082936,0.0157133639283,0.00675145637913,0.00511574155605,0.0021582462066,0.0,1.92389687804,2.32018028967,0.779418977931,1.19227523093e-05,2.81312792943,-9.40424743151,-0.0321151892296,0.275,0.246575342466,0.0333333333333,-0.0552088841883,-0.0971972501322,7.7061729566,6.3710954515e-207,0.225886399904,0.020047057099,0.5075,0.168,0.0335603511019,-0.0833927216647,1.20668900001,-1.24991029161,0.302019185825,90.9675860656,0.789295449799,0.879490203256,69.9462682464,CEPH
